CIN_Number,Company Name,Net_Profit(14-15),CSR_spent(14-15),Net_Profit(15-16),CSR_spent(15-16),Net_Profit(16-17),CSR_spent(16-17),Net_Profit(17-18),CSR_spent(17-18),Net_Profit(18-19),CSR_spent(18-19)
U72200KA2000PTC027504,SYNOPSYS (INDIA) EDA SOFTWARE PRIVATELIMITED,NA,NA,0,0,0,0,0,0,0,0.15
U72200KA2000PTC027511,Yodlee Infotech Private Limited,23,0,12.3,0.25,18.84,0.38,25.3,0,32.55,0
U72200KA2000PTC027514,Lam Research (India) Private Limited,NA,NA,8.98,0.18,13.95,0.28,19.32,0.3,24.38,0.51
U72200KA2000PTC027922,Melange Systems Private Limited,0,0,2.79,0,0,0,0,0,NA,NA
U72200KA2000PTC028101,STERLING COMMERCE SOLUTIONS INDIAPRIVATE LIMITED,0,0,0,0,NA,NA,0,0,5.17,0
U72200KA2000PTC032301,Netapp India Private Limited,85.29,0.46,86.89,1.74,95.57,1.91,0,0,122.5,2.57
U72200KA2000PTC038931,Msource (India) Private Limited,114.34,2.29,124.24,2.48,113.79,0,98.69,0.16,7.71,0.15
U72200KA2000PTC041252,Marlabs Software Private Limited,7.9,0,NA,NA,0,0,0,0,NA,NA
U72200KA2000PTC052615,Indecomm Global Services (India) Private Limited,27.92,0.56,30.5,0.61,0,0.64,0,0.51,27.73,0.56
U72200KA2000PTC095239,SYMBOL TECHNOLOGIES INDIA PRIVATE LIMITED,NA,NA,NA,NA,18.51,0.37,20.11,0.65,30.04,0.64
U72200KA2001PTC028495,Csr India Private Limited,11,0,NA,NA,0,0,0,0,NA,NA
U72200KA2001PTC028649,Crimsonlogic India Private Limited,NA,NA,0,0.09,0,0.09,0,0,5.28,0.14
U72200KA2001PTC028959,Vinyas Innovative Technologies Private Limited,2.81,0.02,NA,NA,NA,NA,NA,NA,NA,NA
U72200KA2001PTC029055,Slk Global Bpo Services Private Limited,0,0,0,0.61,47.22,0.94,55.7,1.11,54.39,1.2
U72200KA2001PTC029349,Wuerth Elektronik India Private Limited,27.12,0.01,30.53,0.01,0,0,0,0.03,0,0
U72200KA2001PTC032179,ABB GLOBAL INDUSTRIES AND SERVICESPRIVATE LIMITED,0,0,94.7748,0,89.31,1.79,110.69,2.21,NA,NA
U72200KA2001PTC038330,Metricstream Infotech (India) Private Limited,11.95,0.24,0,0.35,24.18,0.48,0,0,30.3,0
U72200KA2002PLC030310,Infosys Bpo Limited,554.44,11.09,679.16,13.58,750,15,794,16.09,771,15.51
U72200KA2002PTC030427,Harman Connected Services Corporation India Private Limited,88.51,1.77,141.26,2.83,155.6,0,0,0,0,0.33
U72200KA2002PTC030529,SANRIA ENGINEERING AND CONSULTINGPRIVATE LIMITED,NA,NA,0,0,NA,NA,NA,NA,-0.68,0.02
U72200KA2002PTC030576,Manhattan Associates (India) Development  Centre Pvt Ltd Isc,24.54,0.49,0,0.58,0,0.67,0,0.75,39.32,0.79
U72200KA2002PTC030917,Tele Dna Communications Private Limited,10.37,0,10.37,0,0,0,0,0,NA,NA
U72200KA2002PTC031009,Endeavour Software Technologies Private Limited,3.64,0,3.64,0,5.65,0.11,14.71,0.31,NA,NA
U72200KA2002PTC031059,ORIENT EXCHANGE AND FINANCIAL SERVICES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.01
U72200KA2002PTC031153,Arm Embedded Technologies Private Limited,19.26,0.39,23.15,0.46,28.37,0.57,33.68,0.74,43.7,0.93
U72200KA2002PTC031398,Yahoo Software Development India Private Limited,165.3,3.3,138.331,0.7,102.35,0.7,56.33,0,35.81,0.81
U72200KA2002PTC056311,Fidelity Business Services India Private Limited,138.03,2.76,135.16,2.7,162.42,3.25,232.56,4.66,267.43,5.35
U72200KA2002PTC121497,ODESSA SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,10.91,0.07
U72200KA2003PTC031420,Gxs India Technology Centre Private Limited,10.06,0.05,6.34,0.05,10.97,0.22,0,0,NA,NA
U72200KA2003PTC031642,INFORMATICA BUSINESS SOLUTIONS PRIVATELIMITED,0,0,37.16,0.74,44.86,0.9,50.04,0.85,55.56,0.94
U72200KA2003PTC031654,Theorem (India) Private Limited,7.91,0.08,7.91,0.08,9.65,0.19,11.27,0.15,11.07,0.07
U72200KA2003PTC032186,AMITI SOFTWARE TECHNOLOGIES PRIVATELIMITED,NA,NA,NA,NA,0,0,0,0,8.08,0.16
U72200KA2003PTC032530,Tesco Bengaluru Private Limited,0,2.1,0,2.3,0,2.72,0,0,0,2.01
U72200KA2003PTC032613,Centurylink Technologies India Private Limited,51.49,1.02,0,1.09,58.52,1.17,0,0.86,0,0.88
U72200KA2003PTC032788,NICE INTERACTIVE SOLUTIONS INDIA PRIVATE  LIMITED,NA,NA,NA,NA,5.9,0.12,0,0,NA,NA
U72200KA2003PTC032938,Fair Isaac India Software Private Limited,14.54,0.29,18.78,0.38,21.8,0.44,25.53,0.51,26.21,0.53
U72200KA2003PTC047243,Unicel Technologies Private Limited,NA,NA,5.72,0.11,7.11,0.14,7.25,0.15,NA,NA
U72200KA2004FTC033439,Ims Health Technology Solutions India Private Limited,8.11,0.12,7.66,0,7.5,0.25,7.84,0.15,NA,NA
U72200KA2004FTC034129,Airvana Networks India Private Limited,11.02,0.22,11,0.22,12.04,0.13,12.14,0.24,12.5,0.25
U72200KA2004FTC034233,Amazon Development Centre (India) Private Limited,2,2,207.85,4.16,0,5.7,175.8,8.8,217.61,6.76
U72200KA2004FTC034618,Software Ag Bangalore Technologies Private Limited,13.14,0.26,16.08,0.32,20.5,0,25.87,0,32.28,0.12
U72200KA2004PTC033185,Ikanos Communications (India) Private Limited,35.21,0.13,6.2,0,0,0,0,0,NA,NA
U72200KA2004PTC033252,RADISYS INDIA PRIVATE LIMITED,0,0,14.92,0.3,19,0.36,19.51,0.39,NA,NA
U72200KA2004PTC033353,ESI SOFTWARE (INDIA) PRIVATE LIMITED,NA,NA,NA,NA,5.18,0,7.45,0,9.93,0
U72200KA2004PTC033557,Amd India Private Limited,19.43,0.39,21.3452123,0.3985426,0,0,0,0,NA,NA
U72200KA2004PTC033597,NETRA SOFTWARE TECHNOLOGIES PRIVATELIMITED,0,0,0,0,0,0,0,0,8.23,0.04
U72200KA2004PTC033671,Aspect Technology Center (India) Private Limited,3.13,0,3.13,0,5.53,0,0,0,7.13,0
U72200KA2004PTC033701,Cerner Healthcare Solutions Private Limited,24.53,0.49,0,0.67,0,0,0,0,NA,NA
U72200KA2004PTC033714,Systems Advisers Software Servicesprivate Limited,0,0.19,0,0.19,11.66,0.25,0,0,NA,NA
U72200KA2004PTC033761,ARISGLOBAL SOFTWARE PRIVATE LIMITED,0,0,27.49828273,0,26.4,0.24,28.94,1.3,NA,NA
U72200KA2004PTC033788,Sonus Networks India Private Limited,3.62,0.07,0,0.23,13.36,0.27,13.73,0.27,15.4,0.25
U72200KA2004PTC033875,LIQUENT SOFTWARE INDIA PRIVATE LIMITED,NA,NA,NA,NA,0,0,6.91,0,NA,NA
U72200KA2004PTC033931,Brocade Communications Systems Private Limited,0,0.23,9.42,0.19,7.14,0.14,13.8,0,31.42,0.8
U72200KA2004PTC034497,Thoughtfocus Information Technologies Private Limited,5.31,0,5.31,0,7.19,0,8.37,0,10.04,0
U72200KA2004PTC034737,Sling Media Private Limited,6.03,0.12,2.47,0.16,7.23,0.14,7.54,0.15,8.28,0.17
U72200KA2004PTC035309,Samsung R&D Institute India - Bangalore Private Limited,146.48,2.93,186.85,3.74,208.7,3.27,215.44,3.47,228.51,3.6
U72200KA2004PTC060372,Gofrugal Technologies Private Limited,NA,NA,0,0.15,0,0.26,0,0,13.56,0.51
U72200KA2004PTC068374,Csg Systems International (India) Private Limited,9.96,0.2,11.56695353,0.2313391,14.43,0.29,18.66,0.37,19.34,0.39
U72200KA2005FTC036076,Amicorp Management India Private Limited,8,0,9.58,0,11.18,0,10.58,0,0.85,0
U72200KA2005FTC037788,Aruba Networks India Private Limited,12.13,0.24,17.54,0.35,30.54,0.61,0,0,NA,NA
U72200KA2005PTC035375,Apigee Technologies (India) Private Limited,5.5,0.11,5.5,0.11,5.42,0.11,4.87,0,NA,NA
U72200KA2005PTC035451,Gt Nexus Software Private Limited,NA,NA,7.82,0.23,8.37,0.19,0,0,NA,NA
U72200KA2005PTC035598,Axa Technologies Shared Services Private Limited,35.39,0.71,47.9,0.96,0,0,0,0,NA,NA
U72200KA2005PTC035937,Aricent Technologies Private Limited,20.53,0.02,32.96,0.66,0,0,0,0,NA,NA
U72200KA2005PTC036110,CRAFT SILICON PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,12.75,0.06
U72200KA2005PTC036843,Mashreq Global Services Private Limited,NA,NA,4.45,0,4.45,0,0,0,5.76,0.22
U72200KA2005PTC036903,Source One Management Services Private Limited,3.82,0,3.43,0,5.05,0,0,0,NA,NA
U72200KA2005PTC037102,Microsemi Storage Solutions India Private Limited,6.54,0,7.03,0.14,11.87,0.13,23.48,0.1,26.68,0
U72200KA2005PTC037330,Salesforce.Com India Private Limited,7.4,0,9.15,0.18,11.49,0.23,19.33,0.39,33.8,0.68
U72200KA2005PTC037426,Kongsberg Software And Services Private Limited,3.1,0.04,1.81,0,2.94,0.04,3.18,0.01,NA,NA
U72200KA2005PTC037579,Zyme Solutions Private Limited,NA,NA,7.54,0.16,10.72,0.22,0,0,16.5,0.33
U72200KA2005PTC037675,Brickwork India Private Limited,8.48,0.17,12.47,0.06,14.56,0.6,16.59,0.37,18.55,0.37
U72200KA2005PTC037726,COMPASSITES SOFTWARE SOLUTIONS PRIVATELIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.64,0.1
U72200KA2005PTC038023,Verifone India Technology Private Limited,6.89,0.14,7.28,0.15,9.18,0.18,10.57,0.21,14.01,0.28
U72200KA2005PTC103603,DEVON SOFTWARE SERVICES PRIVATE LIMITED,NA,NA,NA,NA,3.84,0,5.19,0,6.01,0
U72200KA2006PTC038514,Neev Information Technologies Private Limited,2.19,0,2.19,0,4.39,0,0,0,NA,NA
U72200KA2006PTC038859,ATYATI TECHNOLOGIES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.78,0
U72200KA2006PTC038884,Enzen Global Solutions Private Limited,NA,NA,5.11,0.1,9.23,0,13,0,23,0.09
U72200KA2006PTC038899,Evry India Private Limited,43.67,0.03,58.13,1.16,67.53,1.35,55.65,0.02,57.93,0.24
U72200KA2006PTC039898,Replicon Software (India) Private Limited,5.74,0.02,5.74,0.02,7.2,0,7.8,0,8.34,0.02
U72200KA2006PTC040015,Trianz Holdings Private Limited,8.75,0.17,10.19,0.2,17.54,0.35,23.94,0.35,13,0.1
U72200KA2006PTC040287,Cd Adapco India Private Limited,4.95,0,4.95,0,7.2,0.19,8.97,0.13,7.03,0.19
U72200KA2006PTC040830,Yokogawa Ia Technologies India Private Limited,NA,NA,5.64,0.13,5.64,0.13,6.24,0.13,6.05,0.07
U72200KA2007FTC042401,Mobily Infotech India Private Limited,NA,NA,17.33,0,16.64,0,9.19,0,4.92,0
U72200KA2007FTC042838,Intel Mobile Communications India Private Limited,35.66,0.71,0,1,60.3,1.2,0,0,NA,NA
U72200KA2007FTC112154,STEELWEDGE TECHNOLOGIES PRIVATE LIMITED,NA,NA,0,0.01,6.38,0,NA,NA,5.86,0.06
U72200KA2007PTC042080,Etisalat Software Solutions Private Limited,27.26,0.55,35.02,0.7,35.02,0.98,32.49,0.98,NA,NA
U72200KA2007PTC042172,SERVICEMAX TECHNOLOGIES (INDIA) PRIVATE LIMITED,NA,NA,3.39,0.04,3.39,0.04,4.78,0.07,6.23,0.1
U72200KA2007PTC042174,Cenduit (India) Services Private Limited,4.57,0.09,4.57,0.09,6.14,0.12,0,0,7.83,0.16
U72200KA2007PTC042213,ENVOY MORTGAGE (INDIA) PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.8,0.08
U72200KA2007PTC042391,Estuate Software Private Limited,NA,NA,NA,NA,10.31,0.29,0,0,NA,NA
U72200KA2007PTC042593,Orchestrate Systems Private Limited,2.71,0,2.71,0,NA,NA,NA,NA,NA,NA
U72200KA2007PTC042881,Lm Wind Power Technologies (India) Private Limited,6.41,0,6.41,0,6.62,0.13,0,0,NA,NA
U72200KA2007PTC043114,ZSCALER SOFTECH INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,5.44,0.03
U72200KA2007PTC043301,Nagravision India Private Limited,NA,NA,5,0,5,0,9.67,0,13.03,0.11
U72200KA2007PTC043451,Cisco Development India Private Limited,6.7,0,7.22,0.14,5.04,0.1,NA,NA,NA,NA
U72200KA2007PTC043463,Invendis Technologies India Private Limited,1.93,0,6.59,0.05,9.07,0.05,7.08,0.05,1.52,0
U72200KA2007PTC043948,Xlhealth Corporation India Private Limited,9.4,0.19,12.37,0.25,15.11,0.3,17.52,0.35,21.77,0.44
U72200KA2007PTC043986,Anz Support Services India Private Limited,98.1,1.2,81.52,1.63,86.87,1.74,0,1.82,108.26,2.2
U72200KA2007PTC044701,TEST YANTRA SOFTWARE SOLUTIONS (INDIA)PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,5.96,0
U72200KA2008FTC045050,MATHWORKS INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,3.99,0,2.46,0.27
U72200KA2008FTC048542,Synowledge India Private Limited,4.26,0,4.26,0,6.68,0.13,11.5,0,18.74,0
U72200KA2008PTC045010,TERRALOGIC SOFTWARE SOLUTIONS PRIVATELIMITED,NA,NA,NA,NA,NA,NA,2.34,0,4.1,0
U72200KA2008PTC045193,TECHMILL TECHNOLOGIES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.64,0
U72200KA2008PTC045354,Semnox Solutions Private Limited,NA,NA,0.6,0,0.6,0,0,0,12.58,0.12
U72200KA2008PTC045684,Software Paradigms Infotech Private Limited,6.55,0.08,7.49,0.17,9.42,0.05,9.62,0.05,9.14,0.05
U72200KA2008PTC045995,IVALUE INFOSOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,0,0,0,0.1,14.91,0.04
U72200KA2008PTC046290,LORE SOFTWARE SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,0,0,7.56,0.17,NA,NA
U72200KA2008PTC046855,Capco Technologies Private Limited,7.49,0,7.49,0,10.09,0.2,15.83,0,22.03,0.18
U72200KA2008PTC047200,Quest Global Engineering Private Limited,5.18,0.1,22.15,0.44,0,0,0,0,NA,NA
U72200KA2008PTC047208,Sandvine Technologies (India) Private Limited,4.27,0.09,4.27,0.09,5.27,0.11,6.6,0.13,6.86,0.14
U72200KA2008PTC048538,TEGILE SYSTEMS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.99,0
U72200KA2008PTC048560,Inflow Technologies Private Limited,NA,NA,1.51,0.02,10.53,0.21,18.25,0.01,25.84,0.03
U72200KA2008PTC067478,REGALIX INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.32,0
U72200KA2009FTC050659,XACTLY TECHNOLOGIES INDIA PRIVATELIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.99,0
U72200KA2009FTC051049,LANTIQ COMMUNICATIONS INDIA PRIVATELIMITED,0,0,4.61,0,4.61,0,0,0,0,0.03
U72200KA2009FTC051639,Zynga Game Network India Private Limited,12.45,0.25,0,0.29,0,0,0,0,NA,NA
U72200KA2009PTC048794,HARMAN INTERNATIONAL (INDIA) PRIVATELIMITED,NA,NA,NA,NA,0,0,28.33,0,29.45,0.23
U72200KA2009PTC048852,First American (India) Private Limited,34.76,0.7,49.28,0.74,48.86,0.98,54.15,1.08,60.41,2.01
U72200KA2009PTC049367,MSG GLOBAL SOLUTIONS INDIA PRIVATELIMITED,0,0,3.92,0,3.92,0,5.16,0.01,4.62,0
U72200KA2009PTC050460,Borqs Software Solutions Private Limited,7.36,0,7.36,0,8.85,0,8.17,0,8.44,0
U72200KA2009PTC051091,Dynafusion Technologies Private Limited,6.33,0.07,6.33,0.07,7.48,0.06,8.35,0.07,9.99,0.12
U72200KA2010FTC052518,Moog India Technology Center Private Limited,0.85,0.17,9.49,0.28,10.4,0.21,11.66,0.22,12.13,0.34
U72200KA2010PTC053519,CAST SOFTWARE INDIA PRIVATE LIMITED,0,0,0,0,0,0,NA,NA,5.56,0
U72200KA2010PTC053538,Aryaka Networks India Private Limited,NA,NA,4.22,0,4.22,0,5.18,0,6.48,0.13
U72200KA2010PTC054421,VECTOR E-COMMERCE PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,2.74,0.05,NA,NA
U72200KA2010PTC054455,Arista Networks India Private Limited,3.51,0.07,3.51,0.07,6.79,0.14,10,0.2,13.24,0
U72200KA2010PTC055249,42Gears Mobility Systems Private Limited,6.01,0.12,6.01,0.12,10.11,0.2,13.46,0.27,15.77,0.32
U72200KA2010PTC055428,SYNAPSE TECHNO DESIGN INNOVATIONSPRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.24,0
U72200KA2010PTC055461,Intuit India Product Development Centre Private Limited,20.41,0.41,43.86,0.88,65.99,1.32,74.07,0.83,83.6,0.97
U72200KA2010PTC056367,Airwatch Technologies India Private Limited,6.28,0.12,62.8,0.12,8.94,0,0,0,NA,NA
U72200KA2011FTC056691,Cisco Commerce India Private Limited,NA,NA,2.59,0.05,2.82,0.06,15.26,0.3,41,0.8
U72200KA2011FTC056720,QLIKTECH INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,5.79,0
U72200KA2011FTC056799,Ip Infusion Software India Private Limited,NA,NA,5.85,0,5.85,0,7.07,0,10.52,0.02
U72200KA2011FTC059230,Iron Mountain Services Private Limited,7.65,0,7.65,0,9.87,0.2,12.21,0.13,12.65,0.3
U72200KA2011FTC060762,LOGISTIMO INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,5.6,0
U72200KA2011FTC061805,QUBOLE SOFTWARE INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.07,0.06
U72200KA2011PTC056492,Alten Calsoft Labs (India) Private Limited,1.5,0.03,0,0.07,0,0.18,0,0.24,0,0.31
U72200KA2011PTC057258,RELEVANCE LAB PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.7,0.09
U72200KA2011PTC057531,Netapp India Marketing And Services Private Limited,5.34,0,5.34,0,6.07,0.08,0,0,12.57,0.25
U72200KA2011PTC059719,Wm Global Technology Services India Private Limited,8.82,0.16,16.54,0.33,25.53,0.51,35.92,0.75,49.56,0.97
U72200KA2011PTC060333,Tp Vision India Private Limited,9.46,0,10.44,0.21,11.65,0.23,11.04,0,9.72,0
U72200KA2011PTC061471,Sony India Software Centre Private Limited,37.75,0.76,58.2,1.16,71.13,1.42,0,1.36,0,1.75
U72200KA2012FTC062617,Amadeus Software Labs India Private Limited,NA,NA,24.33,0.49,36.34,0.73,49.71,0.98,63.75,0.68
U72200KA2012FTC062653,Eurofins It Solutions India Private Limited,3.98,0.08,3.98,0.08,7.63,0.1,12.74,0.1,20.81,0.17
U72200KA2012FTC064160,Audience Communications Systems India Private Limited,NA,NA,4.07,0,4.07,0,0,0,6.15,0.05
U72200KA2012FTC066824,Ipsoft Global Services Private Limited,5.49,0.13,5.49,0.13,9.24,0.04,0,0,11.54,0
U72200KA2012FTC067109,Accion Labs India Private Limited,1.39,0,1.39,0,3.23,0,4.72,0,9.23,0
U72200KA2012PTC062287,Sprinklr Solutions Private Limited,3.94,0.08,3.94,0.08,8.13,0.16,13.71,0.27,19.52,0.39
U72200KA2012PTC062886,GIRMITI SOFTWARE PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.12,0
U72200KA2012PTC063062,SKYHIGH NETWORKS TECHNOLOGIES PRIVATELIMITED,NA,NA,NA,NA,NA,NA,0,0,15.09,0
U72200KA2012PTC064713,Black Knight India Solutions Private Limited,4.51,0.09,3.73,0.09,0,0,0,0,NA,NA
U72200KA2012PTC064728,Tangoe India Softek Services Private Limited,NA,NA,4.35,0.09,8.17,0.16,12.5,0.38,15.67,0.32
U72200KA2012PTC065455,BETA CAE SYSTEMS INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0
U72200KA2012PTC065709,GAININSIGHTS SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.22,0.03
U72200KA2012PTC065857,Blue Jeans Network India Private Limited,2.52,0.02,2.52,0.02,5.01,0.14,0,0,8.84,0.18
U72200KA2012PTC065873,HORTONWORKS DATA PLATFORM INDIA PRIVATELIMITED,NA,NA,NA,NA,NA,NA,0,0,6.62,0.31
U72200KA2013FTC071699,E2OPEN SOFTWARE INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.03,0.06
U72200KA2013FTC112246,APPIRIO INDIA CLOUD SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,7.5,0.15,NA,NA
U72200KA2013PTC068992,Nutanix Technologies India Private Limited,NA,NA,NA,NA,4.54,0.09,12.44,0.26,22.81,0.46
U72200KA2013PTC069596,Flatworld Mortgage Processing Private Limited,NA,NA,13.04,0,13.04,0,0,0,25.55,0
U72200KA2013PTC072486,Mast Global Business Services India Private Limited,NA,NA,NA,NA,4.31,0.09,9.88,0.2,15,0.3
U72200KA2013PTC123360,WISSEN TECHNOLOGY PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,1.57,0.05
U72200KA2014FTC075210,QUOTIENT TECHNOLOGY INDIA PRIVATELIMITED,NA,NA,NA,NA,NA,NA,NA,NA,4.63,0.05
U72200KA2014FTC076704,XIAOMI TECHNOLOGY INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0.4,0,2.75
U72200KA2014FTC076782,EPICOR SOFTWARE INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,5.27,0.1,9.87,0.1
U72200KA2014FTC077740,Cerner India Health Services Private Limited,NA,NA,5.22,0.1,0,0,0,0,NA,NA
U72200KA2014PLC073660,EdgeVerve Systems Limited,NA,NA,NA,NA,NA,NA,77,1.55,255,5.2
U72200KA2015FTC078232,SOFTLAYER TECHNOLOGIES INDIA PRIVATELIMITED,NA,NA,NA,NA,0,0,12.03,0,13.82,0.28
U72200KA2015FTC079248,HP PPS SERVICES INDIA PRIVATE LIMITED,NA,NA,NA,NA,24.79,0.29,35.23,0.71,36.83,0.74
U72200KA2015FTC079496,HP COMPUTING AND PRINTING SYSTEMS INDIA PRIVATE LIMITED,NA,NA,NA,NA,60.63,1.21,84.06,1.69,92.4,1.85
U72200KA2015FTC079699,HEWLETT PACKARD ENTERPRISE INDIA PRIVATE  LIMITED,NA,NA,NA,NA,83,1.7,145.07,2.56,142.97,3.22
U72200KA2015FTC080390,TE CONNECTIVITY SERVICES INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,1.89,0.05,6.5,0.13
U72200KA2015FTC081451,SECUREWORKS INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.82,0.08
U72200KA2015FTC082300,ELI LILLY SERVICES INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0,3.71,0.08
U72200KA2015FTC083021,J. C. PENNEY SERVICES INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,4.92,0.1,11.03,0.22
U72200KA2015FTC104823,MARA STUDIOS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.35,0
U72200KA2015PTC078781,ZERODHA TECHNOLOGY PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,2.11,0.04
U72200KA2015PTC080529,PALERRA SOFTWARE PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,2.99,0,3.21,0
U72200KA2015PTC080793,ASM ENTERPRISE SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0.05,NA,NA
U72200KA2015PTC081691,PRAXIFY TECHNOLOGIES INDIA PRIVATELIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.27,0.07
U72200KA2015PTC081787,ALCHEMY TECHSOL INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,3.82,0.08,4.61,0.09
U72200KA2016FTC085435,RAKUTEN INDIA ENTERPRISE PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,0,0.01,NA,NA
U72200KA2016FTC095490,MICRO FOCUS SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,27.65,0.62
U72200KA2016FTC097220,HUDSON'S BAY SERVICES PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.03
U72200KL1997PTC011454,Gemini Software Solutions Private Limited,NA,NA,4.07,0.08,4.07,0.08,5.33,0.08,NA,NA
U72200KL1998PTC046707,Xpanxion International Private Limited,6.31,0.03,6.31,0.03,7.73,0.01,8.76,0.01,10.14,0.02
U72200KL1999PTC012934,IBS SOFTWARE SERVICES PRIVATE LIMITED,NA,NA,NA,NA,127.01,0.65,0,0,NA,NA
U72200KL1999PTC013385,Us Technology International Private Limited,NA,NA,119.25,2.39,2.5,0,0,0,NA,NA
U72200KL2001PTC015113,Envestnet Asset Management India Private Limited,4.44,0,6.71,0.08,8.66,0.17,11.35,0.23,12.41,0.25
U72200KL2003PTC015869,US TECHNOLOGY RESOURCES PRIVATE LIMITED,0,0,17.19,0,32.46,0.65,35.98,0,85.6,0
U72200KL2003PTC015907,ALLIANZ CORNHILL INFORMATION SERVICESPRIVATE LIMITED,0,0,49.34,0.99,58.52,1.17,70.47,1.41,0,1.69
U72200KL2003PTC015931,Rm Education Solutions India Private Limited,8.27,0.02,8.87,0.02,10.2,0.12,4.53,0.18,11.54,0.25
U72200KL2003PTC016041,Uvj Technologies Private Limited,5.11,0.02,0,0,0,0,0,0,NA,NA
U72200KL2003PTC016355,MCFADYEN CONSULTING SOFTWARE INDIAPRIVATE LIMITED,NA,NA,0,0,2.39,0,2.97,0,NA,NA
U72200KL2003PTC016397,D+H SOLUTIONS INDIA PRIVATE LIMITED,NA,NA,NA,NA,4.86,0,8.6,0,13.18,0.05
U72200KL2003PTC016609,ZAFIN SOFTWARE CENTRE OF EXCELLENCEPRIVATE LIMITED,NA,NA,0,0,0,0,0,0,6.15,0
U72200KL2004PTC017084,ZERONE CONSULTING PRIVATE LIMITED,0,0,0,0,0,0,0,0,5.26,0
U72200KL2004PTC017454,STANDOUT IT SOLUTIONS PRIVATE LIMITED,NA,NA,17.65,0,20.51,0,10.51,0,9.86,0
U72200KL2006PTC019774,UNIMONI GLOBAL BUSINESS SERVICES PRIVATE LIMITED,NA,NA,NA,NA,4.44,0,0,0,NA,NA
U72200KL2007PTC020961,BAKER HUGHES OILFIELD DIGITAL SOLUTIONSINDIA PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.53,0
U72200KL2007PTC021228,INFOBLOX TECHNICAL SUPPORT AND SOFTWAREDEVELOPMENT PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,31,0,NA,NA
U72200KL2008PTC023073,Media Systems India Soft Solutions Private Limited,NA,NA,7.38,0,5.48,0,NA,NA,NA,NA
U72200KL2008PTC023199,ERAM SCIENTIFIC SOLUTIONS PRIVATE LIMITED,NA,NA,NA,NA,NA,NA,NA,NA,3.84,0
U72200KL2009PTC023962,Suyati Technologies Private Limited,4.78,0.03,6.27,0.03,0,0.03,0,0.03,0,0.07
U72200KL2009PTC024392,LITMUS7 SYSTEMS CONSULTING PRIVATELIMITED,0,0,0,0,0,0,10.06,0.04,15.35,0.15
